sample_ID,data_source,Strains,Medium,Temperature,pert_time,pert_time_unit,pert_id,perturbation_no_concentration,instrument,Yeast_cell_plate,protein_well,split_final,strain_role,chemical_role
C4261,WAYC,CGD,YNB+CSM+2% galactose,37,60,min,#4,"(1R, 2S, 5R) - (-) - Menthol",CAA,WAY_CP45,D1,test_time,train,train
C4264,WAYC,CGD,YNB+CSM+2% galactose,37,60,min,#28,Nocodazole,CAA,WAY_CP45,D4,test_time,train,train
C4273,WAYC,CGD,YNB+CSM+2% galactose,37,60,min,#5,(S)-(+)-Camptothecin,CAA,WAY_CP45,E1,test_chem_only,train,test
C4277,WAYC,CGD,YNB+CSM+2% galactose,37,60,min,#37,Tamoxifen,CAA,WAY_CP45,E5,test_chem_only,train,test
C4279,WAYC,BAH,YNB+CSM+2% galactose,37,60,min,#5,(S)-(+)-Camptothecin,CAA,WAY_CP45,E7,test_chem_only,train,test
C4283,WAYC,BAH,YNB+CSM+2% galactose,37,60,min,#37,Tamoxifen,CAA,WAY_CP45,E11,test_chem_only,train,test
C4310,WAYC,CGD,YNB+CSM+2% galactose,37,60,min,#16,Doxycycline hyclate,CAA,WAY_CP45,H2,test_chem_only,train,test
C4311,WAYC,CGD,YNB+CSM+2% galactose,37,60,min,#24,Hygromycin B,CAA,WAY_CP45,H3,test_chem_only,train,test
C4316,WAYC,BAH,YNB+CSM+2% galactose,37,60,min,#16,Doxycycline hyclate,CAA,WAY_CP45,H8,test_chem_only,train,test
C4317,WAYC,BAH,YNB+CSM+2% galactose,37,60,min,#24,Hygromycin B,CAA,WAY_CP45,H9,test_chem_only,train,test
C4325,WAYC,CGD,YNB+CSM+2% galactose,37,90,min,#33,Plumbagin,O,WAY_CP46,A5,test_chem_only,train,test
C4331,WAYC,BAH,YNB+CSM+2% galactose,37,90,min,#33,Plumbagin,O,WAY_CP46,A11,test_chem_only,train,test
C4336,WAYC,CGD,YNB+CSM+2% galactose,37,90,min,#26,Neomycin B,O,WAY_CP46,B4,test_chem_only,train,test
C4342,WAYC,BAH,YNB+CSM+2% galactose,37,90,min,#26,Neomycin B,O,WAY_CP46,B10,test_chem_only,train,test
C4345,WAYC,CGD,YNB+CSM+2% galactose,37,90,min,#3,Abietic acid,O,WAY_CP46,C1,test_chem_only,train,test
C4347,WAYC,CGD,YNB+CSM+2% galactose,37,90,min,#19,Fluconazole,O,WAY_CP46,C3,test_chem_only,train,test
C4351,WAYC,BAH,YNB+CSM+2% galactose,37,90,min,#3,Abietic acid,O,WAY_CP46,C7,test_chem_only,train,test
C4353,WAYC,BAH,YNB+CSM+2% galactose,37,90,min,#19,Fluconazole,O,WAY_CP46,C9,test_chem_only,train,test
C4369,WAYC,CGD,YNB+CSM+2% galactose,37,90,min,#5,(S)-(+)-Camptothecin,O,WAY_CP46,E1,test_chem_only,train,test
C4373,WAYC,CGD,YNB+CSM+2% galactose,37,90,min,#37,Tamoxifen,O,WAY_CP46,E5,test_chem_only,train,test
C4375,WAYC,BAH,YNB+CSM+2% galactose,37,90,min,#5,(S)-(+)-Camptothecin,O,WAY_CP46,E7,test_chem_only,train,test
C4379,WAYC,BAH,YNB+CSM+2% galactose,37,90,min,#37,Tamoxifen,O,WAY_CP46,E11,test_chem_only,train,test
C4406,WAYC,CGD,YNB+CSM+2% galactose,37,90,min,#16,Doxycycline hyclate,O,WAY_CP46,H2,test_chem_only,train,test
C4407,WAYC,CGD,YNB+CSM+2% galactose,37,90,min,#24,Hygromycin B,O,WAY_CP46,H3,test_chem_only,train,test
C4412,WAYC,BAH,YNB+CSM+2% galactose,37,90,min,#16,Doxycycline hyclate,O,WAY_CP46,H8,test_chem_only,train,test
C4413,WAYC,BAH,YNB+CSM+2% galactose,37,90,min,#24,Hygromycin B,O,WAY_CP46,H9,test_chem_only,train,test
C4421,WAYC,CGD,YNB+CSM+2% galactose,37,120,min,#33,Plumbagin,O,WAY_CP47,A5,test_chem_only,train,test
C4427,WAYC,BAH,YNB+CSM+2% galactose,37,120,min,#33,Plumbagin,O,WAY_CP47,A11,test_chem_only,train,test
C4432,WAYC,CGD,YNB+CSM+2% galactose,37,120,min,#26,Neomycin B,O,WAY_CP47,B4,test_chem_only,train,test
C4438,WAYC,BAH,YNB+CSM+2% galactose,37,120,min,#26,Neomycin B,O,WAY_CP47,B10,test_chem_only,train,test
C4441,WAYC,CGD,YNB+CSM+2% galactose,37,120,min,#3,Abietic acid,O,WAY_CP47,C1,test_chem_only,train,test
C4443,WAYC,CGD,YNB+CSM+2% galactose,37,120,min,#19,Fluconazole,O,WAY_CP47,C3,test_chem_only,train,test
C4446,WAYC,CGD,YNB+CSM+2% galactose,37,120,min,#43,Wortmannin,O,WAY_CP47,C6,test_time,train,train
C4447,WAYC,BAH,YNB+CSM+2% galactose,37,120,min,#3,Abietic acid,O,WAY_CP47,C7,test_chem_only,train,test
C4449,WAYC,BAH,YNB+CSM+2% galactose,37,120,min,#19,Fluconazole,O,WAY_CP47,C9,test_chem_only,train,test
C4465,WAYC,CGD,YNB+CSM+2% galactose,37,120,min,#5,(S)-(+)-Camptothecin,O,WAY_CP47,E1,test_chem_only,train,test
C4469,WAYC,CGD,YNB+CSM+2% galactose,37,120,min,#37,Tamoxifen,O,WAY_CP47,E5,test_chem_only,train,test
C4471,WAYC,BAH,YNB+CSM+2% galactose,37,120,min,#5,(S)-(+)-Camptothecin,O,WAY_CP47,E7,test_chem_only,train,test
C4475,WAYC,BAH,YNB+CSM+2% galactose,37,120,min,#37,Tamoxifen,O,WAY_CP47,E11,test_chem_only,train,test
C4502,WAYC,CGD,YNB+CSM+2% galactose,37,120,min,#16,Doxycycline hyclate,O,WAY_CP47,H2,test_chem_only,train,test
C4503,WAYC,CGD,YNB+CSM+2% galactose,37,120,min,#24,Hygromycin B,O,WAY_CP47,H3,test_chem_only,train,test
C4508,WAYC,BAH,YNB+CSM+2% galactose,37,120,min,#16,Doxycycline hyclate,O,WAY_CP47,H8,test_chem_only,train,test
C4509,WAYC,BAH,YNB+CSM+2% galactose,37,120,min,#24,Hygromycin B,O,WAY_CP47,H9,test_chem_only,train,test
C4517,WAYC,CGD,YNB+CSM+2% galactose,37,240,min,#33,Plumbagin,O,WAY_CP48,A5,test_chem_only,train,test
C4523,WAYC,BAH,YNB+CSM+2% galactose,37,240,min,#33,Plumbagin,O,WAY_CP48,A11,test_chem_only,train,test
C4528,WAYC,CGD,YNB+CSM+2% galactose,37,240,min,#26,Neomycin B,O,WAY_CP48,B4,test_chem_only,train,test
C4534,WAYC,BAH,YNB+CSM+2% galactose,37,240,min,#26,Neomycin B,O,WAY_CP48,B10,test_chem_only,train,test
C4537,WAYC,CGD,YNB+CSM+2% galactose,37,240,min,#3,Abietic acid,O,WAY_CP48,C1,test_chem_only,train,test
C4539,WAYC,CGD,YNB+CSM+2% galactose,37,240,min,#19,Fluconazole,O,WAY_CP48,C3,test_chem_only,train,test
C4543,WAYC,BAH,YNB+CSM+2% galactose,37,240,min,#3,Abietic acid,O,WAY_CP48,C7,test_chem_only,train,test
C4545,WAYC,BAH,YNB+CSM+2% galactose,37,240,min,#19,Fluconazole,O,WAY_CP48,C9,test_chem_only,train,test
C4561,WAYC,CGD,YNB+CSM+2% galactose,37,240,min,#5,(S)-(+)-Camptothecin,O,WAY_CP48,E1,test_chem_only,train,test
C4565,WAYC,CGD,YNB+CSM+2% galactose,37,240,min,#37,Tamoxifen,O,WAY_CP48,E5,test_chem_only,train,test
C4567,WAYC,BAH,YNB+CSM+2% galactose,37,240,min,#5,(S)-(+)-Camptothecin,O,WAY_CP48,E7,test_chem_only,train,test
C4571,WAYC,BAH,YNB+CSM+2% galactose,37,240,min,#37,Tamoxifen,O,WAY_CP48,E11,test_chem_only,train,test
C4598,WAYC,CGD,YNB+CSM+2% galactose,37,240,min,#16,Doxycycline hyclate,O,WAY_CP48,H2,test_chem_only,train,test
C4599,WAYC,CGD,YNB+CSM+2% galactose,37,240,min,#24,Hygromycin B,O,WAY_CP48,H3,test_chem_only,train,test
C4604,WAYC,BAH,YNB+CSM+2% galactose,37,240,min,#16,Doxycycline hyclate,O,WAY_CP48,H8,test_chem_only,train,test
C4605,WAYC,BAH,YNB+CSM+2% galactose,37,240,min,#24,Hygromycin B,O,WAY_CP48,H9,test_chem_only,train,test
C4613,WAYC,BAI,YNB+CSM+2% glucose,30,15,min,#33,Plumbagin,O,WAY_CP49,A5,test_both,val,test
C4619,WAYC,CEK,YNB+CSM+2% glucose,30,15,min,#33,Plumbagin,O,WAY_CP49,A11,test_chem_only,train,test
C4624,WAYC,BAI,YNB+CSM+2% glucose,30,15,min,#26,Neomycin B,O,WAY_CP49,B4,test_both,val,test
C4630,WAYC,CEK,YNB+CSM+2% glucose,30,15,min,#26,Neomycin B,O,WAY_CP49,B10,test_chem_only,train,test
C4633,WAYC,BAI,YNB+CSM+2% glucose,30,15,min,#3,Abietic acid,O,WAY_CP49,C1,test_both,val,test
C4635,WAYC,BAI,YNB+CSM+2% glucose,30,15,min,#19,Fluconazole,O,WAY_CP49,C3,test_both,val,test
C4639,WAYC,CEK,YNB+CSM+2% glucose,30,15,min,#3,Abietic acid,O,WAY_CP49,C7,test_chem_only,train,test
C4641,WAYC,CEK,YNB+CSM+2% glucose,30,15,min,#19,Fluconazole,O,WAY_CP49,C9,test_chem_only,train,test
C4657,WAYC,BAI,YNB+CSM+2% glucose,30,15,min,#5,(S)-(+)-Camptothecin,O,WAY_CP49,E1,test_both,val,test
C4661,WAYC,BAI,YNB+CSM+2% glucose,30,15,min,#37,Tamoxifen,O,WAY_CP49,E5,test_both,val,test
C4663,WAYC,CEK,YNB+CSM+2% glucose,30,15,min,#5,(S)-(+)-Camptothecin,O,WAY_CP49,E7,test_chem_only,train,test
C4667,WAYC,CEK,YNB+CSM+2% glucose,30,15,min,#37,Tamoxifen,O,WAY_CP49,E11,test_chem_only,train,test
C4686,WAYC,BAI,YNB+CSM+2% glucose,30,15,min,#47,MMS,O,WAY_CP49,G6,test_both,val,test
C4687,WAYC,CEK,YNB+CSM+2% glucose,30,15,min,#7,4-Hydroxytamoxifen,O,WAY_CP49,G7,test_time,train,train
C4692,WAYC,CEK,YNB+CSM+2% glucose,30,15,min,#47,MMS,O,WAY_CP49,G12,test_chem_only,train,test
C4694,WAYC,BAI,YNB+CSM+2% glucose,30,15,min,#16,Doxycycline hyclate,O,WAY_CP49,H2,test_both,val,test
C4695,WAYC,BAI,YNB+CSM+2% glucose,30,15,min,#24,Hygromycin B,O,WAY_CP49,H3,test_both,val,test
C4700,WAYC,CEK,YNB+CSM+2% glucose,30,15,min,#16,Doxycycline hyclate,O,WAY_CP49,H8,test_chem_only,train,test
C4701,WAYC,CEK,YNB+CSM+2% glucose,30,15,min,#24,Hygromycin B,O,WAY_CP49,H9,test_chem_only,train,test
C4703,WAYC,CEK,YNB+CSM+2% glucose,30,15,min,#40,Tunicamycin,O,WAY_CP49,H11,test_time,train,train
C4709,WAYC,BAI,YNB+CSM+2% glucose,30,30,min,#33,Plumbagin,O,WAY_CP50,A5,test_both,val,test
C4715,WAYC,CEK,YNB+CSM+2% glucose,30,30,min,#33,Plumbagin,O,WAY_CP50,A11,test_chem_only,train,test
C4720,WAYC,BAI,YNB+CSM+2% glucose,30,30,min,#26,Neomycin B,O,WAY_CP50,B4,test_both,val,test
C4726,WAYC,CEK,YNB+CSM+2% glucose,30,30,min,#26,Neomycin B,O,WAY_CP50,B10,test_chem_only,train,test
C4729,WAYC,BAI,YNB+CSM+2% glucose,30,30,min,#3,Abietic acid,O,WAY_CP50,C1,test_both,val,test
C4731,WAYC,BAI,YNB+CSM+2% glucose,30,30,min,#19,Fluconazole,O,WAY_CP50,C3,test_both,val,test
C4735,WAYC,CEK,YNB+CSM+2% glucose,30,30,min,#3,Abietic acid,O,WAY_CP50,C7,test_chem_only,train,test
C4737,WAYC,CEK,YNB+CSM+2% glucose,30,30,min,#19,Fluconazole,O,WAY_CP50,C9,test_chem_only,train,test
C4753,WAYC,BAI,YNB+CSM+2% glucose,30,30,min,#5,(S)-(+)-Camptothecin,O,WAY_CP50,E1,test_both,val,test
C4757,WAYC,BAI,YNB+CSM+2% glucose,30,30,min,#37,Tamoxifen,O,WAY_CP50,E5,test_both,val,test
C4759,WAYC,CEK,YNB+CSM+2% glucose,30,30,min,#5,(S)-(+)-Camptothecin,O,WAY_CP50,E7,test_chem_only,train,test
C4763,WAYC,CEK,YNB+CSM+2% glucose,30,30,min,#37,Tamoxifen,O,WAY_CP50,E11,test_chem_only,train,test
C4782,WAYC,BAI,YNB+CSM+2% glucose,30,30,min,#47,MMS,O,WAY_CP50,G6,test_both,val,test
C4788,WAYC,CEK,YNB+CSM+2% glucose,30,30,min,#47,MMS,O,WAY_CP50,G12,test_chem_only,train,test
C4790,WAYC,BAI,YNB+CSM+2% glucose,30,30,min,#16,Doxycycline hyclate,O,WAY_CP50,H2,test_both,val,test
C4791,WAYC,BAI,YNB+CSM+2% glucose,30,30,min,#24,Hygromycin B,O,WAY_CP50,H3,test_both,val,test
C4796,WAYC,CEK,YNB+CSM+2% glucose,30,30,min,#16,Doxycycline hyclate,O,WAY_CP50,H8,test_chem_only,train,test
C4797,WAYC,CEK,YNB+CSM+2% glucose,30,30,min,#24,Hygromycin B,O,WAY_CP50,H9,test_chem_only,train,test
C4805,WAYC,BAI,YNB+CSM+2% glucose,30,60,min,#33,Plumbagin,O,WAY_CP51,A5,test_both,val,test
C4811,WAYC,CEK,YNB+CSM+2% glucose,30,60,min,#33,Plumbagin,O,WAY_CP51,A11,test_chem_only,train,test
C4816,WAYC,BAI,YNB+CSM+2% glucose,30,60,min,#26,Neomycin B,O,WAY_CP51,B4,test_both,val,test
C4822,WAYC,CEK,YNB+CSM+2% glucose,30,60,min,#26,Neomycin B,O,WAY_CP51,B10,test_chem_only,train,test
C4825,WAYC,BAI,YNB+CSM+2% glucose,30,60,min,#3,Abietic acid,O,WAY_CP51,C1,test_both,val,test
C4827,WAYC,BAI,YNB+CSM+2% glucose,30,60,min,#19,Fluconazole,O,WAY_CP51,C3,test_both,val,test
C4831,WAYC,CEK,YNB+CSM+2% glucose,30,60,min,#3,Abietic acid,O,WAY_CP51,C7,test_chem_only,train,test
C4833,WAYC,CEK,YNB+CSM+2% glucose,30,60,min,#19,Fluconazole,O,WAY_CP51,C9,test_chem_only,train,test
C4849,WAYC,BAI,YNB+CSM+2% glucose,30,60,min,#5,(S)-(+)-Camptothecin,O,WAY_CP51,E1,test_both,val,test
C4853,WAYC,BAI,YNB+CSM+2% glucose,30,60,min,#37,Tamoxifen,O,WAY_CP51,E5,test_both,val,test
C4855,WAYC,CEK,YNB+CSM+2% glucose,30,60,min,#5,(S)-(+)-Camptothecin,O,WAY_CP51,E7,test_chem_only,train,test
C4859,WAYC,CEK,YNB+CSM+2% glucose,30,60,min,#37,Tamoxifen,O,WAY_CP51,E11,test_chem_only,train,test
C4870,WAYC,CEK,YNB+CSM+2% glucose,30,60,min,#30,Oligomycin,O,WAY_CP51,F10,test_time,train,train
C4878,WAYC,BAI,YNB+CSM+2% glucose,30,60,min,#47,MMS,O,WAY_CP51,G6,test_both,val,test
C4884,WAYC,CEK,YNB+CSM+2% glucose,30,60,min,#47,MMS,O,WAY_CP51,G12,test_chem_only,train,test
C4886,WAYC,BAI,YNB+CSM+2% glucose,30,60,min,#16,Doxycycline hyclate,O,WAY_CP51,H2,test_both,val,test
C4887,WAYC,BAI,YNB+CSM+2% glucose,30,60,min,#24,Hygromycin B,O,WAY_CP51,H3,test_both,val,test
C4892,WAYC,CEK,YNB+CSM+2% glucose,30,60,min,#16,Doxycycline hyclate,O,WAY_CP51,H8,test_chem_only,train,test
C4893,WAYC,CEK,YNB+CSM+2% glucose,30,60,min,#24,Hygromycin B,O,WAY_CP51,H9,test_chem_only,train,test
C4901,WAYC,BAI,YNB+CSM+2% glucose,30,90,min,#33,Plumbagin,O,WAY_CP52,A5,test_both,val,test
C4907,WAYC,CEK,YNB+CSM+2% glucose,30,90,min,#33,Plumbagin,O,WAY_CP52,A11,test_chem_only,train,test
C4912,WAYC,BAI,YNB+CSM+2% glucose,30,90,min,#26,Neomycin B,O,WAY_CP52,B4,test_both,val,test
C4918,WAYC,CEK,YNB+CSM+2% glucose,30,90,min,#26,Neomycin B,O,WAY_CP52,B10,test_chem_only,train,test
C4921,WAYC,BAI,YNB+CSM+2% glucose,30,90,min,#3,Abietic acid,O,WAY_CP52,C1,test_both,val,test
C4923,WAYC,BAI,YNB+CSM+2% glucose,30,90,min,#19,Fluconazole,O,WAY_CP52,C3,test_both,val,test
C4927,WAYC,CEK,YNB+CSM+2% glucose,30,90,min,#3,Abietic acid,O,WAY_CP52,C7,test_chem_only,train,test
C4929,WAYC,CEK,YNB+CSM+2% glucose,30,90,min,#19,Fluconazole,O,WAY_CP52,C9,test_chem_only,train,test
C4945,WAYC,BAI,YNB+CSM+2% glucose,30,90,min,#5,(S)-(+)-Camptothecin,O,WAY_CP52,E1,test_both,val,test
C4949,WAYC,BAI,YNB+CSM+2% glucose,30,90,min,#37,Tamoxifen,O,WAY_CP52,E5,test_both,val,test
C4951,WAYC,CEK,YNB+CSM+2% glucose,30,90,min,#5,(S)-(+)-Camptothecin,O,WAY_CP52,E7,test_chem_only,train,test
C4955,WAYC,CEK,YNB+CSM+2% glucose,30,90,min,#37,Tamoxifen,O,WAY_CP52,E11,test_chem_only,train,test
C4974,WAYC,BAI,YNB+CSM+2% glucose,30,90,min,#47,MMS,O,WAY_CP52,G6,test_both,val,test
C4980,WAYC,CEK,YNB+CSM+2% glucose,30,90,min,#47,MMS,O,WAY_CP52,G12,test_chem_only,train,test
C4982,WAYC,BAI,YNB+CSM+2% glucose,30,90,min,#16,Doxycycline hyclate,O,WAY_CP52,H2,test_both,val,test
C4983,WAYC,BAI,YNB+CSM+2% glucose,30,90,min,#24,Hygromycin B,O,WAY_CP52,H3,test_both,val,test
C4988,WAYC,CEK,YNB+CSM+2% glucose,30,90,min,#16,Doxycycline hyclate,O,WAY_CP52,H8,test_chem_only,train,test
C4989,WAYC,CEK,YNB+CSM+2% glucose,30,90,min,#24,Hygromycin B,O,WAY_CP52,H9,test_chem_only,train,test
C4997,WAYC,BAI,YNB+CSM+2% glucose,30,120,min,#33,Plumbagin,O,WAY_CP53,A5,test_both,val,test
C5003,WAYC,CEK,YNB+CSM+2% glucose,30,120,min,#33,Plumbagin,O,WAY_CP53,A11,test_chem_only,train,test
C5008,WAYC,BAI,YNB+CSM+2% glucose,30,120,min,#26,Neomycin B,O,WAY_CP53,B4,test_both,val,test
C5013,WAYC,CEK,YNB+CSM+2% glucose,30,120,min,#18,Emodin,O,WAY_CP53,B9,test_time,train,train
C5014,WAYC,CEK,YNB+CSM+2% glucose,30,120,min,#26,Neomycin B,O,WAY_CP53,B10,test_chem_only,train,test
C5017,WAYC,BAI,YNB+CSM+2% glucose,30,120,min,#3,Abietic acid,O,WAY_CP53,C1,test_both,val,test
C5019,WAYC,BAI,YNB+CSM+2% glucose,30,120,min,#19,Fluconazole,O,WAY_CP53,C3,test_both,val,test
C5023,WAYC,CEK,YNB+CSM+2% glucose,30,120,min,#3,Abietic acid,O,WAY_CP53,C7,test_chem_only,train,test
C5025,WAYC,CEK,YNB+CSM+2% glucose,30,120,min,#19,Fluconazole,O,WAY_CP53,C9,test_chem_only,train,test
C5041,WAYC,BAI,YNB+CSM+2% glucose,30,120,min,#5,(S)-(+)-Camptothecin,O,WAY_CP53,E1,test_both,val,test
C5045,WAYC,BAI,YNB+CSM+2% glucose,30,120,min,#37,Tamoxifen,O,WAY_CP53,E5,test_both,val,test
C5047,WAYC,CEK,YNB+CSM+2% glucose,30,120,min,#5,(S)-(+)-Camptothecin,O,WAY_CP53,E7,test_chem_only,train,test
C5051,WAYC,CEK,YNB+CSM+2% glucose,30,120,min,#37,Tamoxifen,O,WAY_CP53,E11,test_chem_only,train,test
C5070,WAYC,BAI,YNB+CSM+2% glucose,30,120,min,#47,MMS,O,WAY_CP53,G6,test_both,val,test
C5076,WAYC,CEK,YNB+CSM+2% glucose,30,120,min,#47,MMS,O,WAY_CP53,G12,test_chem_only,train,test
C5078,WAYC,BAI,YNB+CSM+2% glucose,30,120,min,#16,Doxycycline hyclate,O,WAY_CP53,H2,test_both,val,test
C5079,WAYC,BAI,YNB+CSM+2% glucose,30,120,min,#24,Hygromycin B,O,WAY_CP53,H3,test_both,val,test
C5084,WAYC,CEK,YNB+CSM+2% glucose,30,120,min,#16,Doxycycline hyclate,O,WAY_CP53,H8,test_chem_only,train,test
C5085,WAYC,CEK,YNB+CSM+2% glucose,30,120,min,#24,Hygromycin B,O,WAY_CP53,H9,test_chem_only,train,test
C5093,WAYC,BAI,YNB+CSM+2% glucose,30,240,min,#33,Plumbagin,O,WAY_CP54,A5,test_both,val,test
C5099,WAYC,CEK,YNB+CSM+2% glucose,30,240,min,#33,Plumbagin,O,WAY_CP54,A11,test_chem_only,train,test
C5104,WAYC,BAI,YNB+CSM+2% glucose,30,240,min,#26,Neomycin B,O,WAY_CP54,B4,test_both,val,test
C5110,WAYC,CEK,YNB+CSM+2% glucose,30,240,min,#26,Neomycin B,O,WAY_CP54,B10,test_chem_only,train,test
C5113,WAYC,BAI,YNB+CSM+2% glucose,30,240,min,#3,Abietic acid,O,WAY_CP54,C1,test_both,val,test
C5115,WAYC,BAI,YNB+CSM+2% glucose,30,240,min,#19,Fluconazole,O,WAY_CP54,C3,test_both,val,test
C5119,WAYC,CEK,YNB+CSM+2% glucose,30,240,min,#3,Abietic acid,O,WAY_CP54,C7,test_chem_only,train,test
C5121,WAYC,CEK,YNB+CSM+2% glucose,30,240,min,#19,Fluconazole,O,WAY_CP54,C9,test_chem_only,train,test
C5137,WAYC,BAI,YNB+CSM+2% glucose,30,240,min,#5,(S)-(+)-Camptothecin,O,WAY_CP54,E1,test_both,val,test
C5141,WAYC,BAI,YNB+CSM+2% glucose,30,240,min,#37,Tamoxifen,O,WAY_CP54,E5,test_both,val,test
C5143,WAYC,CEK,YNB+CSM+2% glucose,30,240,min,#5,(S)-(+)-Camptothecin,O,WAY_CP54,E7,test_chem_only,train,test
C5147,WAYC,CEK,YNB+CSM+2% glucose,30,240,min,#37,Tamoxifen,O,WAY_CP54,E11,test_chem_only,train,test
C5166,WAYC,BAI,YNB+CSM+2% glucose,30,240,min,#47,MMS,O,WAY_CP54,G6,test_both,val,test
C5169,WAYC,CEK,YNB+CSM+2% glucose,30,240,min,#23,Hoechst 33258,O,WAY_CP54,G9,test_time,train,train
C5172,WAYC,CEK,YNB+CSM+2% glucose,30,240,min,#47,MMS,O,WAY_CP54,G12,test_chem_only,train,test
C5174,WAYC,BAI,YNB+CSM+2% glucose,30,240,min,#16,Doxycycline hyclate,O,WAY_CP54,H2,test_both,val,test
C5175,WAYC,BAI,YNB+CSM+2% glucose,30,240,min,#24,Hygromycin B,O,WAY_CP54,H3,test_both,val,test
C5180,WAYC,CEK,YNB+CSM+2% glucose,30,240,min,#16,Doxycycline hyclate,O,WAY_CP54,H8,test_chem_only,train,test
C5181,WAYC,CEK,YNB+CSM+2% glucose,30,240,min,#24,Hygromycin B,O,WAY_CP54,H9,test_chem_only,train,test
C5189,WAYC,BAI,YNB+CSM+2% galactose,30,15,min,#33,Plumbagin,O,WAY_CP55,A5,test_both,val,test
C5195,WAYC,CEK,YNB+CSM+2% galactose,30,15,min,#33,Plumbagin,O,WAY_CP55,A11,test_chem_only,train,test
C5200,WAYC,BAI,YNB+CSM+2% galactose,30,15,min,#26,Neomycin B,O,WAY_CP55,B4,test_both,val,test
C5206,WAYC,CEK,YNB+CSM+2% galactose,30,15,min,#26,Neomycin B,O,WAY_CP55,B10,test_chem_only,train,test
C5209,WAYC,BAI,YNB+CSM+2% galactose,30,15,min,#3,Abietic acid,O,WAY_CP55,C1,test_both,val,test
C5211,WAYC,BAI,YNB+CSM+2% galactose,30,15,min,#19,Fluconazole,O,WAY_CP55,C3,test_both,val,test
C5215,WAYC,CEK,YNB+CSM+2% galactose,30,15,min,#3,Abietic acid,O,WAY_CP55,C7,test_chem_only,train,test
C5217,WAYC,CEK,YNB+CSM+2% galactose,30,15,min,#19,Fluconazole,O,WAY_CP55,C9,test_chem_only,train,test
C5233,WAYC,BAI,YNB+CSM+2% galactose,30,15,min,#5,(S)-(+)-Camptothecin,O,WAY_CP55,E1,test_both,val,test
C5237,WAYC,BAI,YNB+CSM+2% galactose,30,15,min,#37,Tamoxifen,O,WAY_CP55,E5,test_both,val,test
C5239,WAYC,CEK,YNB+CSM+2% galactose,30,15,min,#5,(S)-(+)-Camptothecin,O,WAY_CP55,E7,test_chem_only,train,test
C5243,WAYC,CEK,YNB+CSM+2% galactose,30,15,min,#37,Tamoxifen,O,WAY_CP55,E11,test_chem_only,train,test
C5262,WAYC,BAI,YNB+CSM+2% galactose,30,15,min,#47,MMS,O,WAY_CP55,G6,test_both,val,test
C5268,WAYC,CEK,YNB+CSM+2% galactose,30,15,min,#47,MMS,O,WAY_CP55,G12,test_chem_only,train,test
C5270,WAYC,BAI,YNB+CSM+2% galactose,30,15,min,#16,Doxycycline hyclate,O,WAY_CP55,H2,test_both,val,test
C5271,WAYC,BAI,YNB+CSM+2% galactose,30,15,min,#24,Hygromycin B,O,WAY_CP55,H3,test_both,val,test
C5276,WAYC,CEK,YNB+CSM+2% galactose,30,15,min,#16,Doxycycline hyclate,O,WAY_CP55,H8,test_chem_only,train,test
C5277,WAYC,CEK,YNB+CSM+2% galactose,30,15,min,#24,Hygromycin B,O,WAY_CP55,H9,test_chem_only,train,test
C5285,WAYC,BAI,YNB+CSM+2% galactose,30,30,min,#33,Plumbagin,O,WAY_CP56,A5,test_both,val,test
C5291,WAYC,CEK,YNB+CSM+2% galactose,30,30,min,#33,Plumbagin,O,WAY_CP56,A11,test_chem_only,train,test
C5296,WAYC,BAI,YNB+CSM+2% galactose,30,30,min,#26,Neomycin B,O,WAY_CP56,B4,test_both,val,test
C5302,WAYC,CEK,YNB+CSM+2% galactose,30,30,min,#26,Neomycin B,O,WAY_CP56,B10,test_chem_only,train,test
C5305,WAYC,BAI,YNB+CSM+2% galactose,30,30,min,#3,Abietic acid,O,WAY_CP56,C1,test_both,val,test
C5307,WAYC,BAI,YNB+CSM+2% galactose,30,30,min,#19,Fluconazole,O,WAY_CP56,C3,test_both,val,test
C5311,WAYC,CEK,YNB+CSM+2% galactose,30,30,min,#3,Abietic acid,O,WAY_CP56,C7,test_chem_only,train,test
C5313,WAYC,CEK,YNB+CSM+2% galactose,30,30,min,#19,Fluconazole,O,WAY_CP56,C9,test_chem_only,train,test
C5329,WAYC,BAI,YNB+CSM+2% galactose,30,30,min,#5,(S)-(+)-Camptothecin,O,WAY_CP56,E1,test_both,val,test
C5333,WAYC,BAI,YNB+CSM+2% galactose,30,30,min,#37,Tamoxifen,O,WAY_CP56,E5,test_both,val,test
C5335,WAYC,CEK,YNB+CSM+2% galactose,30,30,min,#5,(S)-(+)-Camptothecin,O,WAY_CP56,E7,test_chem_only,train,test
C5339,WAYC,CEK,YNB+CSM+2% galactose,30,30,min,#37,Tamoxifen,O,WAY_CP56,E11,test_chem_only,train,test
C5358,WAYC,BAI,YNB+CSM+2% galactose,30,30,min,#47,MMS,O,WAY_CP56,G6,test_both,val,test
C5363,WAYC,CEK,YNB+CSM+2% galactose,30,30,min,#39,Trifluoperazine dihydrochloride,O,WAY_CP56,G11,test_time,train,train
C5364,WAYC,CEK,YNB+CSM+2% galactose,30,30,min,#47,MMS,O,WAY_CP56,G12,test_chem_only,train,test
C5366,WAYC,BAI,YNB+CSM+2% galactose,30,30,min,#16,Doxycycline hyclate,O,WAY_CP56,H2,test_both,val,test
